traffic_volume_type,traffic_light,time_of_day,direction,weather,total_vehicles,car,person,truck,bicycle,bus,motorcycle,date,time
moderate,Yellow,afternoon,East,Clear,12,9,0,0,0,3,0,12/10/2024,21:20
heavy,Red,morning,North,Snowy,20,14,1,0,2,3,0,30-09-2024,4:30
moderate,Yellow,evening,East,Rainy,13,9,1,0,2,1,0,30-09-2024,9:05
moderate,Red,afternoon,West,Rainy,17,13,2,0,0,2,0,2/10/2024,5:15
light,Green,afternoon,East,Clear,3,3,0,0,0,0,0,10/10/2024,20:15
light,Green,evening,East,Snowy,7,7,0,0,0,0,0,19-10-2024,12:05
moderate,Yellow,afternoon,North,Clear,17,13,3,0,0,1,0,1/10/2024,5:50
heavy,Red,night,East,Snowy,21,12,6,0,0,3,0,2/10/2024,9:20
light,Green,afternoon,East,Clear,7,7,0,0,0,0,0,18-10-2024,18:30
moderate,Yellow,morning,South,Foggy,13,13,0,0,0,0,0,10/10/2024,23:55
light,Green,night,South,Snowy,4,3,0,1,0,0,0,15-10-2024,21:05
heavy,Red,afternoon,West,Foggy,26,18,4,1,0,3,0,1/10/2024,6:45
moderate,Yellow,afternoon,North,Rainy,12,11,0,1,0,0,0,8/10/2024,6:30
moderate,Yellow,evening,West,Rainy,14,13,0,1,0,0,0,11/10/2024,17:35
light,Green,night,East,Foggy,4,2,0,0,0,2,0,7/10/2024,19:10
moderate,Yellow,afternoon,East,Snowy,11,9,0,1,0,1,0,18-10-2024,5:20
moderate,Red,night,North,Foggy,14,11,3,0,0,0,0,30-09-2024,23:05
heavy,Red,morning,East,Rainy,20,13,6,0,0,1,0,1/10/2024,3:05
light,Green,evening,North,Clear,8,7,0,1,0,0,0,16-10-2024,4:40
moderate,Yellow,evening,East,Rainy,18,12,4,1,0,1,0,30-09-2024,1:30
moderate,Red,evening,West,Clear,13,11,1,0,0,1,0,6/10/2024,13:05
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
light,Red,morning,East,Clear,3,3,0,0,0,0,0,7/10/2024,7:45
moderate,Red,night,South,Rainy,14,11,0,0,1,2,0,30-09-2024,6:50
light,Green,evening,West,Foggy,5,5,0,0,0,0,0,14-10-2024,4:30
light,Red,night,North,Snowy,7,4,2,1,0,0,0,7/10/2024,6:50
moderate,Yellow,night,East,Foggy,11,10,0,1,0,0,0,9/10/2024,5:30
moderate,Red,morning,East,Snowy,16,13,3,0,0,0,0,30-09-2024,23:45
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
light,Green,afternoon,West,Snowy,4,4,0,0,0,0,0,10/10/2024,15:50
heavy,Red,morning,North,Snowy,21,18,1,1,0,1,0,13-10-2024,10:35
light,Green,afternoon,East,Foggy,5,2,1,0,0,2,0,4/10/2024,2:30
moderate,Yellow,morning,North,Snowy,15,15,0,0,0,0,0,8/10/2024,14:45
heavy,Red,evening,West,Snowy,20,18,1,0,0,1,0,13-10-2024,10:25
light,Green,night,North,Rainy,3,1,0,1,0,1,0,9/10/2024,16:45
light,Green,morning,North,Rainy,4,2,2,0,0,0,0,15-10-2024,6:10
light,Red,night,North,Foggy,4,3,0,0,0,1,0,6/10/2024,14:30
moderate,Yellow,afternoon,West,Snowy,18,13,0,0,2,3,0,30-09-2024,4:25
light,Green,night,North,Snowy,2,2,0,0,0,0,0,9/10/2024,16:20
moderate,Yellow,evening,South,Clear,12,6,3,0,0,3,0,30-09-2024,5:30
heavy,Red,morning,North,Foggy,20,13,6,0,0,1,0,1/10/2024,1:45
moderate,Yellow,afternoon,West,Foggy,13,13,0,0,0,0,0,5/10/2024,5:25
light,Green,night,South,Rainy,9,5,1,1,0,2,0,6/10/2024,3:10
light,Red,morning,East,Clear,3,3,0,0,0,0,0,7/10/2024,7:45
moderate,Yellow,night,West,Rainy,13,10,1,0,0,2,0,4/10/2024,21:30
moderate,Yellow,afternoon,South,Foggy,13,10,0,3,0,0,0,9/10/2024,10:30
light,Green,afternoon,North,Rainy,4,4,0,0,0,0,0,17-10-2024,23:05
moderate,Red,morning,West,Clear,17,11,4,2,0,0,0,2/10/2024,1:05
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
moderate,Yellow,afternoon,East,Snowy,16,10,1,0,1,4,0,30-09-2024,5:50
heavy,Red,morning,West,Clear,21,18,0,1,0,2,0,11/10/2024,18:20
moderate,Yellow,afternoon,West,Clear,17,15,0,1,0,1,0,13-10-2024,15:50
moderate,Yellow,morning,North,Snowy,10,9,0,1,0,0,0,5/10/2024,14:35
moderate,Yellow,morning,West,Snowy,11,9,2,0,0,0,0,6/10/2024,4:15
light,Green,night,West,Clear,2,2,0,0,0,0,0,10/10/2024,12:15
light,Green,night,East,Clear,6,4,1,1,0,0,0,15-10-2024,22:40
light,Red,morning,South,Clear,6,4,2,0,0,0,0,7/10/2024,7:35
moderate,Red,afternoon,East,Snowy,14,11,2,1,0,0,0,2/10/2024,0:15
moderate,Yellow,night,South,Clear,16,15,0,1,0,0,0,9/10/2024,3:00
light,Green,night,South,Snowy,6,3,2,0,0,1,0,17-10-2024,11:35
moderate,Yellow,afternoon,North,Foggy,17,15,0,1,0,1,0,13-10-2024,18:35
light,Red,night,West,Foggy,8,7,0,0,0,1,0,19-10-2024,21:15
moderate,Yellow,morning,West,Rainy,11,11,0,0,0,0,0,14-10-2024,17:10
moderate,Yellow,evening,East,Rainy,11,8,0,0,0,3,0,4/10/2024,20:05
moderate,Yellow,afternoon,West,Clear,10,8,0,0,0,0,0,3/10/2024,10:20
heavy,Red,morning,East,Snowy,20,14,4,0,0,2,0,2/10/2024,10:05
heavy,Red,night,South,Snowy,23,15,6,0,0,2,0,2/10/2024,6:00
moderate,Yellow,afternoon,South,Snowy,16,15,1,0,0,0,0,30-09-2024,2:40
light,Green,evening,West,Clear,8,7,0,1,0,0,0,10/10/2024,5:10
light,Green,night,South,Rainy,3,2,0,1,0,0,0,10/10/2024,1:00
light,Green,morning,West,Rainy,4,2,0,0,0,2,0,7/10/2024,19:55
light,Green,evening,North,Snowy,7,7,0,0,0,0,0,10/10/2024,13:30
heavy,Red,evening,South,Clear,20,14,2,0,0,4,0,1/10/2024,10:30
heavy,Red,morning,South,Clear,21,18,2,0,0,1,0,13-10-2024,10:30
moderate,Yellow,evening,East,Clear,12,12,0,0,0,0,0,11/10/2024,11:05
light,Green,evening,North,Snowy,3,2,0,1,0,0,0,9/10/2024,22:05
moderate,Yellow,night,South,Snowy,17,11,3,0,0,3,0,30-09-2024,18:35
heavy,Red,afternoon,West,Rainy,20,18,1,0,0,1,0,13-10-2024,10:45
light,Green,morning,North,Foggy,3,3,0,0,0,0,0,14-10-2024,8:40
moderate,Yellow,night,East,Foggy,14,13,0,1,0,0,0,19-10-2024,16:05
light,Green,night,South,Rainy,8,6,1,0,0,1,0,4/10/2024,12:20
heavy,Red,evening,East,Foggy,23,21,1,0,0,1,0,13-10-2024,10:10
light,Green,evening,North,Foggy,6,6,0,0,0,0,0,19-10-2024,13:35
moderate,Yellow,night,West,Rainy,13,10,2,0,0,1,0,5/10/2024,22:50
heavy,Red,afternoon,South,Clear,21,19,1,0,0,1,0,13-10-2024,11:00
heavy,Red,night,East,Snowy,21,15,4,0,0,2,0,30-09-2024,3:55
heavy,Red,morning,North,Foggy,20,13,6,0,0,1,0,1/10/2024,1:45
light,Green,afternoon,West,Foggy,3,1,0,0,0,2,0,7/10/2024,19:15
light,Green,morning,South,Foggy,2,2,0,0,0,0,0,10/10/2024,7:30
moderate,Yellow,evening,West,Clear,11,10,0,1,0,0,0,7/10/2024,21:10
light,Green,evening,North,Snowy,5,4,0,0,0,1,0,6/10/2024,21:00
light,Green,afternoon,West,Rainy,3,2,0,0,0,1,0,12/10/2024,21:55
moderate,Yellow,night,South,Rainy,16,13,2,0,0,1,0,1/10/2024,6:25
light,Green,evening,West,Foggy,5,4,0,0,0,1,0,9/10/2024,18:00
light,Green,morning,East,Rainy,4,3,0,1,0,0,0,15-10-2024,17:30
light,Green,evening,East,Snowy,8,6,1,0,0,1,0,17-10-2024,9:10
light,Green,afternoon,South,Clear,6,3,2,1,0,0,0,7/10/2024,9:55
light,Green,morning,South,Foggy,7,7,0,0,0,0,0,16-10-2024,9:30
heavy,Red,night,East,Foggy,21,16,4,0,0,1,0,1/10/2024,4:50
heavy,Red,afternoon,North,Snowy,23,16,4,0,0,2,0,1/10/2024,0:50
moderate,Yellow,afternoon,West,Clear,13,10,3,0,0,0,0,6/10/2024,8:30
heavy,Red,morning,North,Snowy,20,14,1,0,2,3,0,30-09-2024,4:30
light,Green,night,North,Clear,5,4,0,0,0,1,0,10/10/2024,3:35
light,Green,morning,West,Clear,6,2,3,0,0,1,0,12/10/2024,10:50
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
light,Green,night,West,Foggy,5,5,0,0,0,0,0,15-10-2024,0:05
light,Green,morning,East,Rainy,4,4,0,0,0,0,0,9/10/2024,23:35
light,Green,evening,East,Foggy,8,7,0,0,0,1,0,19-10-2024,5:55
light,Red,evening,West,Snowy,8,6,1,0,0,0,0,3/10/2024,14:30
moderate,Red,afternoon,North,Snowy,13,11,2,0,0,0,0,6/10/2024,4:45
moderate,Yellow,morning,West,Snowy,12,11,1,0,0,0,0,5/10/2024,7:45
light,Green,afternoon,West,Snowy,9,9,0,0,0,0,0,13-10-2024,7:15
moderate,Red,night,South,Foggy,15,12,1,0,1,1,0,30-09-2024,7:00
light,Green,evening,South,Rainy,8,7,0,1,0,0,0,13-10-2024,2:00
light,Green,evening,East,Foggy,9,9,0,0,0,0,0,5/10/2024,16:35
heavy,Red,evening,South,Clear,20,14,2,0,0,4,0,1/10/2024,10:30
light,Green,evening,North,Rainy,8,8,0,0,0,0,0,19-10-2024,4:05
light,Green,evening,East,Clear,3,1,1,0,0,1,0,17-10-2024,16:05
heavy,Red,morning,North,Snowy,20,14,1,0,2,3,0,30-09-2024,4:30
light,Green,evening,North,Rainy,5,5,0,0,0,0,0,16-10-2024,15:30
heavy,Red,evening,South,Snowy,21,16,3,2,0,0,0,30-09-2024,3:20
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
light,Green,morning,North,Snowy,7,6,0,1,0,0,0,19-10-2024,12:30
moderate,Yellow,evening,South,Clear,10,10,0,0,0,0,0,8/10/2024,20:10
heavy,Red,morning,South,Snowy,23,14,8,0,0,1,0,1/10/2024,2:05
light,Red,morning,South,Snowy,5,3,0,0,0,2,0,17-10-2024,1:40
light,Green,night,South,Snowy,5,4,0,1,0,0,0,14-10-2024,23:10
light,Green,evening,North,Clear,4,4,0,0,0,0,0,9/10/2024,23:30
heavy,Red,evening,West,Clear,20,15,0,4,0,1,0,9/10/2024,11:40
moderate,Yellow,night,North,Foggy,16,15,0,1,0,0,0,7/10/2024,23:40
light,Green,morning,West,Rainy,6,3,1,0,1,1,0,12/10/2024,16:40
moderate,Yellow,morning,South,Clear,13,12,0,0,0,1,0,13-10-2024,17:05
heavy,Red,afternoon,West,Rainy,21,15,3,1,0,2,0,1/10/2024,9:40
light,Green,evening,East,Foggy,4,3,0,1,0,0,0,14-10-2024,5:10
heavy,Red,afternoon,West,Clear,20,11,8,0,0,1,0,1/10/2024,1:15
light,Green,afternoon,North,Snowy,9,9,0,0,0,0,0,18-10-2024,22:00
heavy,Red,evening,North,Clear,20,17,1,2,0,0,0,5/10/2024,12:10
moderate,Yellow,evening,West,Clear,17,13,3,0,0,1,0,2/10/2024,2:25
light,Green,night,East,Rainy,4,4,0,0,0,0,0,14-10-2024,5:40
moderate,Yellow,afternoon,South,Rainy,10,10,0,0,0,0,0,8/10/2024,20:40
moderate,Yellow,evening,West,Snowy,12,9,0,0,0,0,0,3/10/2024,9:15
moderate,Yellow,night,South,Clear,15,14,0,1,0,0,0,11/10/2024,3:45
moderate,Yellow,evening,East,Clear,11,3,3,0,1,0,1,3/10/2024,15:25
moderate,Yellow,afternoon,North,Foggy,10,9,0,0,0,1,0,12/10/2024,4:20
moderate,Yellow,evening,East,Rainy,17,16,0,1,0,0,0,11/10/2024,4:15
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
moderate,Yellow,afternoon,North,Foggy,15,11,3,0,0,1,0,30-09-2024,17:40
heavy,Red,morning,East,Snowy,20,14,4,0,0,2,0,2/10/2024,10:05
heavy,Red,morning,South,Rainy,20,12,5,0,0,3,0,2/10/2024,5:35
moderate,Yellow,evening,North,Rainy,13,9,1,0,0,3,0,4/10/2024,11:05
moderate,Red,afternoon,East,Rainy,12,9,0,1,0,2,0,6/10/2024,13:15
light,Green,evening,South,Foggy,6,5,0,0,0,1,0,14-10-2024,12:20
heavy,Red,afternoon,West,Rainy,21,15,3,1,0,2,0,1/10/2024,9:40
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
light,Green,night,East,Rainy,6,6,0,0,0,0,0,14-10-2024,1:55
light,Green,evening,East,Foggy,7,5,1,1,0,0,0,7/10/2024,9:05
moderate,Red,morning,North,Foggy,17,12,2,2,1,0,0,30-09-2024,0:50
moderate,Yellow,afternoon,East,Rainy,15,9,4,0,0,2,0,1/10/2024,20:45
moderate,Yellow,morning,East,Snowy,10,6,2,0,0,2,0,12/10/2024,17:05
heavy,Red,afternoon,North,Snowy,21,15,4,0,0,2,0,1/10/2024,7:00
light,Green,night,East,Rainy,8,8,0,0,0,0,0,3/10/2024,2:00
moderate,Red,afternoon,East,Foggy,15,11,2,0,0,2,0,2/10/2024,5:00
light,Green,afternoon,West,Clear,5,2,2,0,0,1,0,12/10/2024,11:10
light,Green,morning,North,Snowy,7,7,0,0,0,0,0,19-10-2024,4:45
light,Green,evening,West,Snowy,9,7,0,0,0,2,0,5/10/2024,20:35
light,Green,morning,West,Foggy,5,4,0,0,0,1,0,7/10/2024,15:20
heavy,Red,evening,North,Clear,20,17,1,2,0,0,0,5/10/2024,12:10
moderate,Yellow,evening,South,Rainy,12,9,1,0,0,1,0,3/10/2024,20:00
heavy,Red,night,East,Snowy,21,12,6,0,0,3,0,2/10/2024,9:20
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
light,Green,evening,West,Snowy,9,7,0,1,0,1,0,16-10-2024,20:10
light,Green,afternoon,West,Clear,8,8,0,0,0,0,0,15-10-2024,1:50
light,Green,afternoon,West,Snowy,8,3,3,0,0,2,0,12/10/2024,19:10
moderate,Yellow,afternoon,North,Foggy,10,9,0,1,0,0,0,2/10/2024,11:00
light,Green,night,West,Rainy,1,1,0,0,0,0,0,14-10-2024,7:25
moderate,Yellow,morning,West,Foggy,11,11,0,0,0,0,0,9/10/2024,4:15
moderate,Yellow,morning,East,Rainy,18,13,4,0,0,1,0,1/10/2024,8:00
heavy,Red,evening,West,Clear,20,15,0,4,0,1,0,9/10/2024,11:40
moderate,Yellow,night,South,Rainy,14,11,0,0,0,3,0,4/10/2024,18:50
moderate,Red,night,North,Snowy,15,12,2,0,0,1,0,30-09-2024,8:05
moderate,Yellow,night,West,Rainy,17,11,2,0,0,4,0,1/10/2024,10:25
heavy,Red,afternoon,North,Snowy,21,15,4,0,0,2,0,1/10/2024,7:00
moderate,Yellow,evening,South,Foggy,11,11,0,0,0,0,0,18-10-2024,7:25
moderate,Red,afternoon,West,Foggy,14,11,2,0,0,1,0,30-09-2024,16:55
heavy,Red,morning,North,Snowy,20,14,1,0,2,3,0,30-09-2024,4:30
heavy,Red,morning,West,Snowy,20,14,4,1,0,1,0,1/10/2024,9:25
light,Green,morning,West,Foggy,8,8,0,0,0,0,0,8/10/2024,17:00
heavy,Red,evening,North,Clear,20,17,1,2,0,0,0,5/10/2024,12:10
heavy,Red,afternoon,East,Rainy,21,19,0,1,0,1,0,13-10-2024,10:00
moderate,Yellow,evening,South,Snowy,13,10,3,0,0,0,0,30-09-2024,12:55
light,Green,night,South,Clear,7,5,1,1,0,0,0,2/10/2024,12:05
heavy,Red,afternoon,West,Rainy,20,18,1,0,0,1,0,13-10-2024,10:45
moderate,Yellow,morning,North,Foggy,15,11,2,0,0,2,0,4/10/2024,10:30
light,Green,evening,South,Foggy,9,6,1,1,0,0,0,2/10/2024,18:30
light,Green,morning,South,Foggy,5,5,0,0,0,0,0,19-10-2024,13:05
heavy,Red,night,South,Clear,20,13,6,0,0,1,0,1/10/2024,1:40
heavy,Red,evening,South,Rainy,21,14,6,0,0,1,0,1/10/2024,7:30
moderate,Yellow,morning,North,Clear,17,14,0,3,0,0,0,9/10/2024,6:45
light,Red,evening,South,Snowy,5,3,2,0,0,0,0,7/10/2024,6:55
heavy,Red,evening,South,Rainy,21,14,6,0,0,1,0,1/10/2024,7:30
moderate,Red,evening,North,Snowy,16,12,1,0,0,3,0,2/10/2024,4:20
light,Green,night,South,Foggy,3,1,0,0,0,2,0,7/10/2024,12:10
heavy,Red,morning,North,Snowy,21,18,1,1,0,1,0,13-10-2024,10:35
moderate,Yellow,morning,North,Snowy,15,13,1,1,0,0,0,5/10/2024,11:50
heavy,Red,afternoon,North,Snowy,21,15,4,0,0,2,0,1/10/2024,7:00
moderate,Red,evening,South,Foggy,14,10,3,0,0,1,0,2/10/2024,8:45
moderate,Yellow,morning,North,Clear,16,11,4,0,0,1,0,2/10/2024,3:55
moderate,Yellow,afternoon,West,Clear,18,17,0,0,0,1,0,13-10-2024,9:15
light,Green,afternoon,West,Snowy,6,6,0,0,0,0,0,10/10/2024,15:15
heavy,Red,night,North,Foggy,20,13,4,0,0,3,0,1/10/2024,9:10
moderate,Yellow,night,South,Foggy,10,9,0,0,0,0,0,17-10-2024,22:55
moderate,Red,morning,South,Snowy,14,11,0,0,1,2,0,30-09-2024,6:40
heavy,Red,evening,South,Snowy,21,16,3,2,0,0,0,30-09-2024,3:20
light,Green,night,North,Foggy,6,3,1,1,0,1,0,7/10/2024,14:15
light,Green,night,East,Snowy,3,3,0,0,0,0,0,15-10-2024,15:20
moderate,Red,evening,West,Rainy,13,11,1,0,0,1,0,30-09-2024,16:45
light,Green,night,South,Rainy,6,3,0,0,0,3,0,3/10/2024,6:00
heavy,Red,night,South,Snowy,20,14,1,2,0,3,0,5/10/2024,1:30
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
light,Green,afternoon,South,Rainy,8,6,1,0,0,1,0,4/10/2024,16:20
heavy,Red,night,South,Clear,20,13,6,0,0,1,0,1/10/2024,1:40
moderate,Yellow,morning,South,Snowy,15,14,0,1,0,0,0,8/10/2024,7:20
heavy,Red,evening,West,Snowy,20,18,1,0,0,1,0,13-10-2024,10:25
heavy,Red,morning,South,Rainy,20,12,5,0,0,3,0,2/10/2024,5:35
moderate,Red,night,East,Clear,13,12,0,0,0,1,0,6/10/2024,12:45
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
moderate,Yellow,night,East,Snowy,14,12,0,2,0,0,0,5/10/2024,13:10
light,Green,morning,South,Rainy,5,3,0,0,0,2,0,6/10/2024,17:30
light,Green,morning,East,Foggy,4,2,0,0,0,2,0,6/10/2024,16:35
light,Red,afternoon,East,Foggy,5,4,1,0,0,0,0,7/10/2024,7:00
moderate,Yellow,morning,South,Clear,16,13,1,0,0,2,0,30-09-2024,4:15
moderate,Red,afternoon,East,Snowy,14,11,2,1,0,0,0,2/10/2024,0:15
heavy,Red,afternoon,North,Snowy,21,15,4,0,0,2,0,1/10/2024,7:00
moderate,Red,evening,North,Snowy,11,8,2,0,0,1,0,30-09-2024,21:50
moderate,Yellow,evening,South,Foggy,12,12,0,0,0,0,0,11/10/2024,19:05
moderate,Yellow,morning,West,Rainy,14,13,1,0,0,0,0,30-09-2024,20:40
moderate,Yellow,night,West,Foggy,14,10,2,0,0,1,0,1/10/2024,16:10
light,Green,night,West,Snowy,4,2,2,0,0,0,0,15-10-2024,4:25
moderate,Yellow,night,North,Clear,15,13,0,2,0,0,0,11/10/2024,12:05
light,Green,morning,East,Clear,7,7,0,0,0,0,0,16-10-2024,22:05
heavy,Red,night,West,Rainy,22,15,5,0,0,2,0,1/10/2024,6:55
light,Green,night,North,Foggy,7,4,0,2,0,1,0,19-10-2024,6:40
moderate,Red,afternoon,West,Foggy,18,16,1,0,1,0,0,30-09-2024,0:45
moderate,Yellow,afternoon,South,Rainy,19,13,3,1,0,2,0,1/10/2024,4:15
light,Green,night,West,Snowy,6,4,0,0,0,1,0,12/10/2024,15:15
light,Green,afternoon,North,Clear,7,6,1,0,0,0,0,17-10-2024,10:05
moderate,Yellow,afternoon,West,Clear,17,11,3,1,0,2,0,1/10/2024,12:35
moderate,Red,morning,North,Snowy,10,9,1,0,0,0,0,6/10/2024,4:35
light,Green,morning,South,Rainy,8,4,3,0,0,1,0,7/10/2024,17:45
heavy,Red,afternoon,East,Rainy,21,19,0,1,0,1,0,13-10-2024,10:00
moderate,Yellow,evening,West,Clear,10,10,0,0,0,0,0,14-10-2024,11:25
light,Green,night,North,Rainy,5,4,1,0,0,0,0,15-10-2024,23:40
light,Green,morning,South,Snowy,9,8,0,0,0,1,0,3/10/2024,2:45
light,Green,morning,East,Clear,5,2,3,0,0,0,0,12/10/2024,10:15
moderate,Yellow,evening,East,Rainy,11,10,0,0,0,1,0,17-10-2024,7:25
light,Green,afternoon,South,Clear,5,3,1,0,0,1,0,17-10-2024,0:40
heavy,Red,afternoon,North,Snowy,23,16,4,0,0,2,0,1/10/2024,0:50
light,Green,night,West,Rainy,7,6,0,0,0,1,0,18-10-2024,13:45
heavy,Red,morning,South,Snowy,23,14,8,0,0,1,0,1/10/2024,2:05
light,Green,afternoon,East,Rainy,4,4,0,0,0,0,0,4/10/2024,1:40
light,Green,afternoon,East,Foggy,4,2,2,0,0,0,0,15-10-2024,22:05
light,Green,afternoon,East,Rainy,6,5,0,0,0,1,0,19-10-2024,18:20
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
moderate,Yellow,night,South,Rainy,14,13,0,1,0,0,0,11/10/2024,15:30
moderate,Yellow,night,West,Rainy,13,10,2,0,0,1,0,5/10/2024,22:50
light,Green,afternoon,West,Rainy,6,6,0,0,0,0,0,9/10/2024,17:35
light,Red,morning,North,Clear,8,6,2,0,0,0,0,7/10/2024,7:20
light,Green,night,West,Clear,9,9,0,0,0,0,0,3/10/2024,17:55
moderate,Yellow,morning,South,Rainy,10,9,0,0,0,0,0,17-10-2024,21:15
moderate,Red,morning,South,Snowy,15,12,2,0,0,1,0,2/10/2024,8:35
moderate,Yellow,afternoon,West,Foggy,16,13,0,3,0,0,0,8/10/2024,6:45
light,Green,morning,East,Snowy,6,6,0,0,0,0,0,15-10-2024,16:20
moderate,Yellow,night,North,Rainy,11,11,0,0,0,0,0,8/10/2024,23:30
moderate,Yellow,afternoon,North,Clear,12,12,0,0,0,0,0,8/10/2024,2:15
moderate,Yellow,evening,South,Clear,16,13,0,2,0,1,0,9/10/2024,8:35
heavy,Red,evening,East,Snowy,21,11,4,0,0,5,0,2/10/2024,3:25
light,Green,evening,East,Foggy,8,7,0,1,0,0,0,17-10-2024,23:35
moderate,Red,afternoon,South,Clear,16,12,2,0,0,2,0,2/10/2024,4:25
light,Green,afternoon,North,Rainy,9,8,0,0,0,1,0,18-10-2024,16:05
moderate,Red,morning,West,Clear,13,10,2,0,0,1,0,30-09-2024,16:00
moderate,Yellow,morning,East,Snowy,11,11,0,0,0,0,0,9/10/2024,4:25
light,Green,morning,East,Rainy,5,5,0,0,0,0,0,7/10/2024,5:50
light,Green,evening,North,Snowy,2,1,0,0,0,1,0,16-10-2024,7:00
heavy,Red,evening,East,Snowy,21,11,4,0,0,5,0,2/10/2024,3:25
moderate,Yellow,morning,West,Rainy,11,11,0,0,0,0,0,14-10-2024,17:10
light,Green,evening,South,Snowy,1,1,0,0,0,0,0,14-10-2024,7:10
light,Green,night,South,Rainy,8,6,1,0,0,1,0,12/10/2024,7:20
heavy,Red,afternoon,West,Foggy,26,18,4,1,0,3,0,1/10/2024,6:45
heavy,Red,afternoon,West,Rainy,20,18,1,0,0,1,0,13-10-2024,10:45
light,Green,morning,South,Rainy,9,7,1,1,0,0,0,2/10/2024,11:45
moderate,Yellow,morning,East,Snowy,10,9,0,1,0,0,0,16-10-2024,11:35
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
heavy,Red,night,East,Foggy,21,16,4,0,0,1,0,1/10/2024,4:50
moderate,Red,afternoon,East,Rainy,12,9,0,1,0,2,0,6/10/2024,13:15
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
moderate,Yellow,afternoon,South,Foggy,10,9,0,0,0,1,0,16-10-2024,7:30
moderate,Yellow,afternoon,West,Snowy,12,11,0,0,0,1,0,10/10/2024,23:40
moderate,Yellow,afternoon,North,Snowy,11,11,0,0,0,0,0,18-10-2024,15:50
moderate,Yellow,evening,North,Clear,10,9,0,0,0,1,0,19-10-2024,3:25
moderate,Yellow,evening,North,Foggy,14,13,0,0,0,1,0,13-10-2024,17:20
moderate,Red,night,South,Foggy,17,13,3,1,0,0,0,30-09-2024,21:30
light,Green,night,East,Snowy,4,4,0,0,0,0,0,15-10-2024,11:05
light,Green,evening,West,Foggy,8,5,0,0,0,0,0,3/10/2024,16:35
heavy,Red,afternoon,West,Foggy,26,18,4,1,0,3,0,1/10/2024,6:45
moderate,Yellow,night,East,Snowy,14,13,0,1,0,0,0,8/10/2024,9:00
light,Green,morning,South,Clear,6,5,1,0,0,0,0,17-10-2024,4:30
light,Green,morning,West,Snowy,5,4,0,1,0,0,0,14-10-2024,12:45
light,Green,evening,East,Foggy,7,6,0,1,0,0,0,13-10-2024,5:30
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
heavy,Red,evening,South,Clear,20,14,2,0,0,4,0,1/10/2024,10:30
moderate,Yellow,evening,East,Rainy,11,10,1,0,0,0,0,30-09-2024,10:05
moderate,Yellow,evening,East,Rainy,13,11,1,0,0,1,0,6/10/2024,12:35
moderate,Red,evening,North,Snowy,16,12,1,0,0,3,0,2/10/2024,4:20
moderate,Red,evening,South,Foggy,13,10,2,0,0,1,0,30-09-2024,16:35
heavy,Red,afternoon,East,Rainy,22,14,7,0,0,1,0,1/10/2024,2:15
light,Green,afternoon,South,Rainy,4,4,0,0,0,0,0,16-10-2024,6:55
light,Green,evening,North,Foggy,8,6,1,0,0,1,0,17-10-2024,0:55
moderate,Yellow,morning,South,Rainy,19,14,3,0,0,2,0,30-09-2024,19:05
heavy,Red,afternoon,South,Clear,21,19,1,0,0,1,0,13-10-2024,11:00
moderate,Yellow,afternoon,North,Clear,16,12,2,0,0,2,0,1/10/2024,6:00
light,Green,night,West,Foggy,6,6,0,0,0,0,0,16-10-2024,21:45
moderate,Red,evening,South,Snowy,14,11,2,0,0,1,0,1/10/2024,23:40
light,Green,night,West,Foggy,7,6,0,1,0,0,0,2/10/2024,14:40
moderate,Yellow,afternoon,East,Rainy,12,9,1,0,0,2,0,6/10/2024,9:45
light,Green,morning,South,Snowy,5,5,0,0,0,0,0,10/10/2024,19:35
moderate,Yellow,night,East,Foggy,11,11,0,0,0,0,0,5/10/2024,3:35
moderate,Yellow,morning,East,Clear,14,12,0,1,0,0,0,5/10/2024,10:25
light,Green,evening,East,Snowy,8,6,1,1,0,0,0,3/10/2024,0:10
light,Red,morning,South,Snowy,5,3,0,0,0,2,0,17-10-2024,1:40
moderate,Yellow,evening,West,Foggy,16,15,0,0,0,1,0,13-10-2024,14:05
light,Green,morning,South,Clear,4,4,0,0,0,0,0,13-10-2024,23:55
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
